ID,Тип,Артикул,Ім'я,Опубліковано,Рекомендовано?,Видимість в каталозі,Короткий опис,Опис,Початок акції,Завершення акції,Статус податку,Клас податку,В наявності?,Запас,Низька кількість запасів,Дозволити резервування?,Продавати окремо?,Вага (kg),Довжина (cm),Ширина (cm),Висота (cm),Дозволити відгуки?,Примітка до покупки,Ціна зі знижкою,Звичайна ціна,Категорії,Позначки,Клас доставки,Зображення,Ліміт завантажень,Число днів до закінчення Завантаження,Предок,Згруповані товари,Над продажі,Супутні товари,Зовнішній URL,Текст кнопки,Положення,Назва 1 атрибуту,1 значення атрибуту,Атрибут 1 видимий,Атрибут 1 глобальний,Назва 2 атрибуту,2 значення атрибуту,Атрибут 2 видимий,Атрибут 2 глобальний,Мета ідентифікатор :ocean_sidebar,Мета ідентифікатор :ocean_second_sidebar,Мета ідентифікатор :ocean_disable_margins,Мета ідентифікатор :ocean_display_top_bar,Мета ідентифікатор :ocean_display_header,Мета ідентифікатор :ocean_center_header_left_menu,Мета ідентифікатор :ocean_custom_header_template,Мета ідентифікатор :ocean_header_custom_menu,Мета ідентифікатор :ocean_menu_typo_font_family,Мета ідентифікатор :ocean_disable_title,Мета ідентифікатор :ocean_disable_heading,Мета ідентифікатор :ocean_disable_breadcrumbs,Мета ідентифікатор :ocean_display_footer_widgets,Мета ідентифікатор :ocean_display_footer_bottom,Мета ідентифікатор :ocean_custom_footer_template,Мета ідентифікатор :_wpml_media_featured,Мета ідентифікатор :_wc_product_documents_title,Мета ідентифікатор :_wc_product_documents_display,Мета ідентифікатор :_wpml_word_count,Мета ідентифікатор :_yoast_wpseo_primary_product_cat,Мета ідентифікатор :osh_disable_topbar_sticky,Мета ідентифікатор :osh_disable_header_sticky,Мета ідентифікатор :osh_sticky_header_style,Мета ідентифікатор :_wpml_media_duplicate,Мета ідентифікатор :_yoast_wpseo_focuskw,Мета ідентифікатор :_yoast_wpseo_linkdex,Мета ідентифікатор :_yoast_wpseo_content_score,Мета ідентифікатор :_yoast_wpseo_focuskeywords,Мета ідентифікатор :_yoast_wpseo_keywordsynonyms,Мета ідентифікатор :_wpml_media_has_media,Мета ідентифікатор :wbcr_wp_old_slug,Мета ідентифікатор :_wp_old_date,Мета ідентифікатор :_oembed_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_time_533515a706e016a9bb304a9772c907bb,Атрибут 2 за замовчуванням,Мета ідентифікатор :_oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :_oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :ocean_post_title_style,Мета ідентифікатор :ocean_post_title_background,Мета ідентифікатор :ocean_post_title_bg_image_repeat,Мета ідентифікатор :ocean_post_title_bg_image_size,Мета ідентифікатор :ocean_post_title_bg_overlay,Мета ідентифікатор :ocean_post_title_bg_image_position,Мета ідентифікатор :_oembed_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Назва 3 атрибуту,3 значення атрибуту,Атрибут 3 видимий,Атрибут 3 глобальний,Атрибут 3 за замовчуванням,Мета ідентифікатор :_oembed_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_time_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_b33ae0ea6d4e6f2962235e24f863946f,Мета ідентифікатор :_oembed_time_b33ae0ea6d4e6f2962235e24f863946f,Мета ідентифікатор :_oembed_86ffc6ca0f8f231f0b249032a7f5b2c7,Мета ідентифікатор :_oembed_time_86ffc6ca0f8f231f0b249032a7f5b2c7
919,variable,PC211,SHAMPOO,1,0,visible,"<strong>Автомобільний шампунь з нейтральним рН</strong>
\n
\nКонцентрований автомобільний шампунь, який можна використовувати як для ручного миття, так і для автоматичного миття під тиском.  Ефективно видаляє дорожній бруд.
\nЗавдяки нейтральному рівню pH (pH = 7) , не вимиває твердий віск, не знищує захисне покриття, не залишає плям і розводів.
\n
\n<strong>Доступні запахи:</strong>
\n
\n- PC211 (лимон)
\n- PC216 (жувальна гумка)","Концентрований автомобільний шампунь, який можна використовувати як для ручного миття, так і для автоматичного миття автомобілів.
\n
\nЕфективно видаляє дорожній бруд та інші домішки, не залишаючи плям. Завдяки нейтральному рН, він не змиває захисне лаковане покриття та тверді воски з поверхні.
\n
\n<strong>Доступні аромати:</strong>
\n<ul>
\n 	<li>PC211 - лимон</li>
\n 	<li>PC216 - гумми</li>
\n</ul>
\n<strong>Використання:</strong>
\n
\nПеред ручним миттям ретельно промийте транспортний засіб, щоб видалити частинки піску, солі або інших домішок, які можуть перешкоджати очищенню або подряпати лакований шару.
\n
\nПотім концентрат шампуню слід змішати з водою, щоб отримати робочий розчин потрібної концентрації.
\n<ul>
\n 	<li>0,5 - 3% (5 - 30 мл препарату на 1 л води)</li>
\n</ul>
\nКонцентрація розчину повинна залежати від ступеня забруднення транспортного засобу. Найкраще застосовувати розчин з пінополістиролом, мити губкою.
\nПісля миття припарат потрібно ретельно промити водою.",,,taxable,,1,,,0,0,,,,,1,,,,"Автокосметика, Автокосметика > Зовнішнє прибирання > Активні піни та шампуні, Автокосметика > Зовнішнє прибирання","автокосметика, активна піна",,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-1.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-3.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-2.jpg",,,,,"PC202, PC207, PC225, PC204, PC214","N275, N287, KWAP2",,,0,Бренд,Pro-Chem,1,1,Запах,"Гума, Лимон",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":182,""to_translate"":{""ru"":182}}",,default,default,default,1,SHAMPOO,44,90,,,1,,,,,,,,,,,,,,,,Об'єм,"1 л, 10 л, 20 л, 2x20 л, 6 л",1,1,,,,,,,
924,variation,PC216-20,"SHAMPOO - Гума, 20 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1113.75,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-3.jpg,,,PC211,,,"N275, N287, KWAP2",,,1,Запах,Гума,,1,Об'єм,20 л,,1,,,,,,,,,,,,,,,,1,,,"{""total"":14,""to_translate"":{""ru"":14}}",,,,,1,,,,,,1,shampoo-%d0%b3%d1%83%d0%bc%d0%b0-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
925,variation,PC211-20,"SHAMPOO - Лимон, 20 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1113.75,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-1.jpg,,,PC211,,,"N275, N287, KWAP2",,,2,Запах,Лимон,,1,Об'єм,20 л,,1,,,,,,,,,,,,,,,,1,,,"{""total"":14,""to_translate"":{""ru"":14}}",,,,,1,,,,,,1,shampoo-%d0%bb%d0%b8%d0%bc%d0%be%d0%bd-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
926,variation,PC216-20-2,"SHAMPOO - Гума, 2x20 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2079,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-3.jpg,,,PC211,,,"N275, N287, KWAP2",,,3,Запах,Гума,,1,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,1,,,"{""total"":14,""to_translate"":{""ru"":14}}",,,,,1,,,,,,1,shampoo-%d0%b3%d1%83%d0%bc%d0%b0-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
927,variation,PC211-20-2,"SHAMPOO - Лимон, 2x20 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2079,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-1.jpg,,,PC211,,,"N275, N287, KWAP2",,,4,Запах,Лимон,,1,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,1,,,"{""total"":14,""to_translate"":{""ru"":14}}",,,,,1,,,,,,1,shampoo-%d0%bb%d0%b8%d0%bc%d0%be%d0%bd-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
928,variation,PC216-1,"SHAMPOO - Гума, 1 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,81.68,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-2.jpg,,,PC211,,,"N275, N287, KWAP2",,,5,Запах,Гума,,1,Об'єм,1 л,,1,,,,,,,,,,,,,,,,1,,,"{""total"":14,""to_translate"":{""ru"":14}}",,,,,1,,,,,,1,shampoo-%d0%b3%d1%83%d0%bc%d0%b0-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
929,variation,PC211-1,"SHAMPOO - Лимон, 1 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,81.68,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO.jpg,,,PC211,,,"N275, N287, KWAP2",,,6,Запах,Лимон,,1,Об'єм,1 л,,1,,,,,,,,,,,,,,,,1,,,"{""total"":14,""to_translate"":{""ru"":14}}",,,,,1,,,,,,1,shampoo-%d0%bb%d0%b8%d0%bc%d0%be%d0%bd-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
930,variation,PC216-6,"SHAMPOO - Гума, 6 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,400.95,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-3.jpg,,,PC211,,,"N275, N287, KWAP2",,,7,Запах,Гума,,1,Об'єм,6 л,,1,,,,,,,,,,,,,,,,1,,,"{""total"":14,""to_translate"":{""ru"":14}}",,,,,1,,,,,,1,shampoo-%d0%b3%d1%83%d0%bc%d0%b0-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
931,variation,PC211-6,"SHAMPOO - Лимон, 6 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,400.95,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-1.jpg,,,PC211,,,"N275, N287, KWAP2",,,8,Запах,Лимон,,1,Об'єм,6 л,,1,,,,,,,,,,,,,,,,1,,,"{""total"":14,""to_translate"":{""ru"":14}}",,,,,1,,,,,,1,shampoo-%d0%bb%d0%b8%d0%bc%d0%be%d0%bd-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
932,variation,PC216-10,"SHAMPOO - Гума, 10 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,631.19,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-3.jpg,,,PC211,,,"N275, N287, KWAP2",,,9,Запах,Гума,,1,Об'єм,10 л,,1,,,,,,,,,,,,,,,,1,,,"{""total"":14,""to_translate"":{""ru"":14}}",,,,,1,,,,,,1,shampoo-%d0%b3%d1%83%d0%bc%d0%b0-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
933,variation,PC211-10,"SHAMPOO - Лимон, 10 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,631.19,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SHAMPOO-1.jpg,,,PC211,,,"N275, N287, KWAP2",,,10,Запах,Лимон,,1,Об'єм,10 л,,1,,,,,,,,,,,,,,,,1,,,"{""total"":14,""to_translate"":{""ru"":14}}",,,,,1,,,,,,1,shampoo-%d0%bb%d0%b8%d0%bc%d0%be%d0%bd-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
934,variable,PC204,INSECT,1,0,visible,"<strong>Засіб до видалення залишків комах</strong>
\n
\nНадзвичайно ефективний засіб для видалення залишків комах з поверхні вікон, фар та кузова автомобіля.
\nРідина призначена для прямого застосування і не потребує розведення.","Надзвичайно ефективний засіб для видалення залишків комах з поверхні вікон, фар і кузову автомобіля.
\nВидаляє навіть важкі для видаленя сухі залишки комах. Рідина, призначена для безпосереднього використання, не вимагає розведення.
\n
\n<strong>Використання:</strong>
\n
\nЗастосовувати рідину до очищеної поверхні за допомогою будь-якого розпилювача, зачекати 3 - 5 хв, потім промити засіб сильним струменем води. При необхідності використати губку або щітку.
\n
\n<strong>Увага!</strong> Не допускати висихання засобу на поверхні. Не використовувати на розігрітих поверхнях.",,,taxable,,1,,,0,0,,,,,1,,,,"Автокосметика, Автокосметика > Зовнішнє прибирання > Активні піни та шампуні, Автокосметика > Зовнішнє прибирання > Видалення комах, Автокосметика > Зовнішнє прибирання","автокосметика, догляд за поверхнями",,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/INSECT.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/INSECT-1.jpg",,,,,"PC207, PC215, N275, PC212","PC202, PC002, PC102, PC211",,,0,Бренд,Pro-Chem,1,1,Об'єм,"10 л, 20 л, 2x20 л, 5 л, 6 л, 600 мл",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":108,""to_translate"":{""ru"":108}}",,default,default,default,1,INSECT,36,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
937,variation,PC204-20,INSECT - 20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1410.75,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/INSECT-1.jpg,,,PC204,,,"PC202, PC002, PC102, PC211",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,insect-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
938,variation,PC204-20-2,INSECT - 2x20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2673,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/INSECT-1.jpg,,,PC204,,,"PC202, PC002, PC102, PC211",,,2,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,insect-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
939,variation,PC204-5,INSECT - 5 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,362.6,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/INSECT-1.jpg,,,PC204,,,"PC202, PC002, PC102, PC211",,,3,Об'єм,5 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,insect-5-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
940,variation,"PC204-0,6",INSECT - 600 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,96.53,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/INSECT.jpg,,,PC204,,,"PC202, PC002, PC102, PC211",,,4,Об'єм,600 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,insect-600-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
941,variation,PC204-6,INSECT - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,482.69,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/INSECT-1.jpg,,,PC204,,,"PC202, PC002, PC102, PC211",,,5,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,insect-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
942,variation,PC204-10,INSECT - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,735.08,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/INSECT-1.jpg,,,PC204,,,"PC202, PC002, PC102, PC211",,,6,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,insect-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
943,variable,PC215,FINAL WAX,1,0,visible,"<strong>Гідровоск з осушувачем</strong>
\nВисококонцентрований засіб з властивостями полірування та підсушування.
\n
\nМиттєво видаляє водяний шар з поверхні автомобіля надаючи глибокий блиск. У той же час забезпечує чудовий лакований захист. Можна використовувати як і з твердою, так і м'ягкою водою, холодній чи гарячій. Можна застосовувати в установках будь-якого типу. Не залишає розводів.","Висококонцентрований препарат з властивостями підсушування та полірування.
\nМиттєво видаляє водяний шар з поверхні автомобіля, даючи глибокий блиск. У той же час він забезпечує дуже хороший захист лаку.
\nЙого можна використовувати як у твердій воді, так і в м'якій, холодній та гарячій воді. Застосовується у всіх типах установок в автомийках. Не залишає розводів.
\n
\n
\n<strong>Використання:</strong>
\n
\nРозчин засобу слід нанести на кузов у останній фазі миття транспортного засобу під час останнього полоскання.
\n
\n<strong>Дозування:</strong>
\n
\n0,1 - 0,2% (10 - 20 мл для 1 л води)
\nПродукт біологічно розщеплюється більш ніж на 90%.
\n<div>
\n<div><img src=""http://imagizer.imageshack.us/v2/640x480q90/922/NwEvii.png"" /></div>
\n<div></div>
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,,"Cільське господарство, Автокосметика, Автокосметика > Зовнішнє прибирання > Воски, Автокосметика > Зовнішнє прибирання","автокосметика, воскування, догляд за поверхнями",,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FINAL-WAX.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FINAL-WAX-1.jpg",,,,,"PC207, PC204, PC102, PC219","PC202, N275, PC212",,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 10 л, 20 л, 2x20 л, 6 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":155,""to_translate"":{""ru"":155}}",,default,default,default,1,FINAL WAX,36,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
946,variation,PC215-20,FINAL WAX - 20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3415.43,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FINAL-WAX-1.jpg,,,PC215,,,"PC202, N275, PC212",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,final-wax-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
947,variation,PC215-20-2,FINAL WAX - 2x20 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6534,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FINAL-WAX-1.jpg,,,PC215,,,"PC202, N275, PC212",,,2,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,final-wax-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
948,variation,PC215-1,FINAL WAX - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,222.75,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FINAL-WAX.jpg,,,PC215,,,"PC202, N275, PC212",,,3,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,final-wax-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
949,variation,PC215-6,FINAL WAX - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1113.75,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FINAL-WAX-1.jpg,,,PC215,,,"PC202, N275, PC212",,,4,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,final-wax-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
950,variation,PC215-10,FINAL WAX - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1782,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FINAL-WAX-1.jpg,,,PC215,,,"PC202, N275, PC212",,,5,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,final-wax-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
951,variable,PC207,EASY WAX,1,0,visible,"<strong>Автомобільний віск - Швидкий деталізатор</strong>
\nВіск із наночастинками для миттєвого результата. Частинки, що місляться у засобі, захищають лаковані поверхні та елементи кузова автомобіля і надають їм глянцевий блиск. 
\nВидаляє маленькі подряпини, відновлює колір та знімає відкладення. Залишає делікатний захисний шар. Оберігає лак від бруду та змін погодніх умов. ","Швидкий автомобільний віск, із використанням нанотехнологій.
\nЧастинки, що містяться в засобі, захищають лаковані елементи кузова автомобіля і надають їм глянцевий блиск.
\nВидаляє маленькі подряпини, відновлює колір та знімає відкладення. Залишає делікатний захисний шар. Захищає лак від бруду та зміни погодних умов.
\n
\n
\n<strong>Використання:</strong>
\n
\nНанести рідину на поверхню, яку слід чистити, за допомогою будь-якого розпилювального пристрою (наприклад, оприскувача), потім протерти на сухо.
\nНе вимагає полірування.
\n
\n
\n<strong>Увага!</strong> Не використовувати на розігрітій поверхні.",,,taxable,,1,,,0,0,,,,,1,,,,"Автокосметика, Автокосметика > Зовнішнє прибирання > Воски, Автокосметика > Зовнішнє прибирання","автокосметика, воскування, догляд за поверхнями",,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EASY-WAX.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EASY-WAX-1.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EASY-WAX-2.jpg",,,,,"PC205, PC215, PC102, PC219, PC103","N275, PC001, N287, id:985",,,0,Бренд,Pro-Chem,1,1,Об'єм,"200 мл, 6 л, 750 мл",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":131,""to_translate"":{""ru"":131}}",,default,default,default,1,EASY WAX,36,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
955,variation,"PC207-0,2",EASY WAX - 200 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,89.17,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EASY-WAX.jpg,,,PC207,,,"N275, PC001, N287, id:985",,,0,Об'єм,200 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,easy-wax-200-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
956,variation,"PC207-0,75",EASY WAX - 750 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,185.69,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EASY-WAX-1.jpg,,,PC207,,,"N275, PC001, N287, id:985",,,2,Об'єм,750 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,easy-wax-750-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
957,variation,PC207-6,EASY WAX - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,891,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/EASY-WAX-2.jpg,,,PC207,,,"N275, PC001, N287, id:985",,,3,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,easy-wax-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
958,simple,N287,MIKROFIBRA PROFESSIONAL BS,1,0,visible,Рушник з мікрофібри жовтий 40 x 40,"<span class=""tlid-translation translation"" lang=""uk""><span class="""" title="""">Безшовна високоякісна мікроволоконна макрофібра.</span>
\n<span class="""" title="""">Безпечний для лаку.</span> <span title="""">Для інтер’єру полірують воски, наносять швидкі деталі, пасти, покриття та наносять перев'язки.</span>
\n
\n<strong><span title="""">Особливості</span><span title="""">:</span> </strong>
\n</span>
\n<ul>
\n 	<li>добре вбирає воду, пил і бруд</li>
\n 	<li>ідеально полірує</li>
\n 	<li>безшовний</li>
\n 	<li>надзвичайно довговічний - може прати машинно</li>
\n 	<li>вага: 330 г / м2</li>
\n 	<li>колір: жовтий</li>
\n 	<li>Упаковка: 1 шт</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,71.82,"Автокосметика, Автокосметика > Зовнішнє прибирання > Воски, Автокосметика > Зовнішнє прибирання",,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MIKROFIBRA-PROFESSIONAL-BS.jpg,,,,,,,,,0,,,,,,,,,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
964,simple,N275,FLUFFY,1,0,visible,"<strong>Рушник з мікрофібри синій</strong>
\n60 x 90 cm","<header id=""gb"" class=""gb_na gb_Sa gb_Se gb_Hc"" role=""banner"">
\n<div class=""tlid-input-button-container focus-wrapper"" tabindex=""0"" role=""tablist""><span class=""tlid-translation translation"" lang=""uk""><span title="""">Найтонший рушник з мікрофібри на ринку - 100% впевненість без подряпин!</span></span></div>
\n</header><span class=""tlid-translation translation"" lang=""uk"">
\n<span title="""">Швидке висихання, ідеально після прання.</span> <span title="""">Він поглинає воду до 8-10 разів від власної ваги, ідеально підходить для протирання води з великих площ.</span></span>
\n
\n<span title="""">Також покритий мікроволокном.</span>
\n
\nОсобливості:
\n<ul>
\n 	<li>Добре вбирає воду, пил і бруд</li>
\n 	<li>Надзвичайно абсорбуюча</li>
\n 	<li>Надзвичайно довговічна - миються машинно</li>
\n 	<li>Вага: 550 г / м2</li>
\n 	<li>Колір: синій з червоною обкантовкою</li>
\n 	<li>Упаковка: 1 шт</li>
\n</ul>",,,taxable,,1,,,0,0,0.55,60,90,,1,,,311.51,"Автокосметика, Автокосметика > Зовнішнє прибирання > Воски, Автокосметика > Зовнішнє прибирання",,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FLUFFY.jpg,,,,,,,,,0,,,,,,,,,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
