Артикул,Ім'я,Короткий опис,Опис,Початок акції,Завершення акції,Категорії,Згруповані товари,Над продажі,Супутні товари,Зовнішній URL,Текст кнопки,Положення,Мета ідентифікатор :ocean_sidebar,Мета ідентифікатор :ocean_second_sidebar,Мета ідентифікатор :ocean_disable_margins,Мета ідентифікатор :ocean_display_top_bar,Мета ідентифікатор :ocean_display_header,Мета ідентифікатор :ocean_center_header_left_menu,Мета ідентифікатор :ocean_custom_header_template,Мета ідентифікатор :ocean_header_custom_menu,Мета ідентифікатор :ocean_menu_typo_font_family,Мета ідентифікатор :ocean_disable_title,Мета ідентифікатор :ocean_disable_heading,Мета ідентифікатор :ocean_disable_breadcrumbs,Мета ідентифікатор :ocean_display_footer_widgets,Мета ідентифікатор :ocean_display_footer_bottom,Мета ідентифікатор :ocean_custom_footer_template,Мета ідентифікатор :_wpml_media_featured,Мета ідентифікатор :_wc_product_documents_title,Мета ідентифікатор :_wc_product_documents_display,Мета ідентифікатор :_wpml_word_count,Мета ідентифікатор :_yoast_wpseo_primary_product_cat,Мета ідентифікатор :osh_disable_topbar_sticky,Мета ідентифікатор :osh_disable_header_sticky,Мета ідентифікатор :osh_sticky_header_style,Мета ідентифікатор :_wpml_media_duplicate,Мета ідентифікатор :_yoast_wpseo_focuskw,Мета ідентифікатор :_yoast_wpseo_linkdex,Мета ідентифікатор :_yoast_wpseo_content_score,Мета ідентифікатор :_yoast_wpseo_focuskeywords,Мета ідентифікатор :_yoast_wpseo_keywordsynonyms,Мета ідентифікатор :_wpml_media_has_media,Мета ідентифікатор :wbcr_wp_old_slug,Мета ідентифікатор :_wp_old_date,Мета ідентифікатор :_oembed_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_time_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :_oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :ocean_post_title_style,Мета ідентифікатор :ocean_post_title_background,Мета ідентифікатор :ocean_post_title_bg_image_repeat,Мета ідентифікатор :ocean_post_title_bg_image_size,Мета ідентифікатор :ocean_post_title_bg_overlay,Мета ідентифікатор :ocean_post_title_bg_image_position,Мета ідентифікатор :_oembed_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_time_86593aa9e750ff0f36a65e39973ef073
FOR05,SOLVENT ALU,"<strong>Алюмінієвий обприскувач під тиском багаторазового використання</strong>
\nПризначений для застосування органічних розчинників.","Багаторазовий розпилювач, заповнений стисненим повітрям.
\n<ul>
\n 	<li>алюмінієва пляшка для багаторазового використання з гніздом (клапан для надування шин)</li>
\n 	<li>місткість 500 мл</li>
\n 	<li>тиск не більше 10 бар</li>
\n 	<li>Не використовувати з водними розчинниками, які досягають екстремальних значень рН (біля рН &lt;3 та рН&gt; 9). Небезпека розриву контейнера!</li>
\n</ul>
\nДоступні ремонтні комплекти для контейнера та різні типи форсунок.",,,"Промисловість > Мийки та СТО, Щітки та розпилювачі > Оприскувачі, Промисловість, Щітки та розпилювачі > Оприскувачі > Розпилювачі",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,SOLVENT ALU,,,,,1,,,,,,,,,,,,,,,,
FOR1,SOLVENT 1 L,"<strong>Ручний розпилювач під тиском 1 л</strong>
\nПризначений для застосування органічних розчинників.h.","Розпилювач Solvent - розпилювач з підвищеною хімічною стійкістю, призначений для застосування розчинників. Використовується для застосування розчинників у автомайстернях, фарбувальних цехах та промисловості. Обприскувач призначений для знежирення гальмівних дисків та механічних частин, видалення силікону та воску з лакових поверхонь. Контейнер виконаний з пластику з регульованою форсункою для розпилення.
\n
\n<strong>Не використовувати для засобів, що містять ацетон.</strong>",,,"Промисловість > Мийки та СТО, Щітки та розпилювачі > Оприскувачі, Промисловість, Щітки та розпилювачі > Оприскувачі > Розпилювачі",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,SOLVENT 1 L,,,,,1,,,,,,,,,,,,,,,,
POM1,Дозуючий насос для пасти,<strong>20 - 30 мл</strong>,"- насос, встановлений на каністрі з пастою для миття рук
\n
\n- ідеально дозує порцію пасти 20 - 30 мл",,,"Серветки та дозатори > Дозатори, Промисловість > Пасти для миття рук, Промисловість, Серветки та дозатори",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,Дозуючий насос для пасти,,,,,1,%d0%b4%d0%be%d0%b7%d1%83%d1%8e%d1%87%d0%b8%d0%b9-%d0%bd%d0%b0%d1%81%d0%be%d1%81-%d0%b4%d0%bb%d1%8f-%d0%bf%d0%b0%d1%81%d1%82%d0%b8,,,,,,,,,,,,,,,
POM2,Дозуючий насос для пасти - металевий,<strong>5 мл</strong>,"- насос, встановлений на каністрі з пастою для миття рук
\n
\n- ідеально дозує виміряну порцію пасти (5 мл при повному натисканні)",,,"Серветки та дозатори > Дозатори, Промисловість > Пасти для миття рук, Промисловість, Серветки та дозатори",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,Дозуючий насос для пасти - металевий,,,,,1,%d0%b4%d0%be%d0%b7%d1%83%d1%8e%d1%87%d0%b8%d0%b9-%d0%bd%d0%b0%d1%81%d0%be%d1%81-%d0%b4%d0%bb%d1%8f-%d0%bf%d0%b0%d1%81%d1%82%d0%b8-%d0%bc%d0%b5%d1%82%d0%b0%d0%bb%d0%b5%d0%b2%d0%b8%d0%b9,,,,,,,,,,,,,,,
UK,Тримач для каністри,<strong>Для каністер 5 і 6 л</strong>,,,,"Серветки та дозатори, Серветки та дозатори > Стенди",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,Тримач для каністри,,,,,1,%d1%82%d1%80%d0%b8%d0%bc%d0%b0%d1%87-%d0%b4%d0%bb%d1%8f-%d0%ba%d0%b0%d0%bd%d1%96%d1%81%d1%82%d1%80%d0%b8,,,,,,,,,,,,,,,
PC021,TRUCK URBAN,"<strong>Висококонцентрований засіб для очищення вантажних автомобілів</strong>
\nДвофазний, висококонцентрований препарат для безконтактного миття комерційних ТЗ. Ідеально підходить для миття автобусів, трамваїв, залізничних вагонів тощо. 
\nВидаляє навіть стійкий бруд, залишаючись безпечним для кузова та лаку транспортного засобу. ","<strong>TRUCK URBAN</strong>  це двофазний, висококонцентрований препарат для безконтактного миття комерційних транспортних засобів.
\n
\nІдеально підходить для миття автобусів, трамваїв, вагонів або вантажних автомобілів.
\n
\nВидаляє навіть дуже сильний бруд, залишаючись безпечним для кузова та лаку.
\n
\n&nbsp;
\n<h3><strong>Використання:</strong></h3>
\nЗалежно від ступеня забруднення, використовуйте робочий розчин препарату з концентрацією:
\n
\n• 5 - 10% миючого тиску (від 50 - 100 мл препарату на 1 л води)
\n
\n&nbsp;
\n
\n<strong>TRUCK URBAN  це дуже насичений концентрат</strong>
\n
\n<strong>Увага!</strong> Не допускати висихання засобу на чищеній поверхні.
\n
\nНе використовувати на розігрітих поверхнях.",,,"Автокосметика, Промисловість > Активні піни, Автокосметика > Зовнішнє прибирання > Активні піни та шампуні, Автокосметика > Зовнішнє прибирання, Промисловість",,"PC215, PC211, PC212","A160, PC004, N287",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":126,""to_translate"":{""ru"":126}}",,default,default,default,1,TRUCK URBAN,40,90,,,1,,,,,,,,,,,,,,,,
PC213,PURE PERFECTION,"<strong>Активна піна для миття автомобілів</strong>
\nЕфективно видаляє дорожній бруд та інші забруднення, які виникають під час експлуатації транспортного засобу.
\nЗалишає делікатний блиск. Засіб призначений для митя під тиском із піноутворюючими пристроями або ж для ручного миття (pH = 12)","<strong>Надзвичайно ефективний концентрат для чистячого засобу, призначений для миття автомобілей.</strong>
\n
\nЗавдяки консистенції піни утворюється захисна плівка, що залишається на очищеній поверхні протягом дуже довгого часу. PURE PERFECTION ефективно видаляє дорожній бруд та інший забруднення, які виникають під час експлуатації транспортного засобу. Продукт залишає делікатний блиск.
\nЗасіб призначений для миття під тиском з піноутворюючими пристроями або ж вручну (<strong>рН = 13</strong>).
\n
\n<strong>Використання:</strong>
\n
\nКонцентрат потрібно змішувати з водою для одержання робочого розчину із потрібною концентрацією:
\n5 - 10% (50 - 100 мл препарату на 1 л води)
\nКонцентрація розчину залежить від ступеня забруднення транспортного засобу та методу очищення.
\nРозчин слід наносити на поверхню, після чого розтерти, залишити на 3 - 5 хвилин, а потім промити водою під високим тиском.
\n
\n<strong>Увага!</strong> Не допускати висихання засобу на чищеній поверхні. Не використовувати на розігрітих поверхнях.",,,"Автокосметика, Промисловість > Активні піни, Автокосметика > Зовнішнє прибирання > Активні піни та шампуні, Автокосметика > Зовнішнє прибирання, Промисловість",,"PC207, PC215, N275, N287","PC207, PC215, N275, N287",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":180,""to_translate"":{""ru"":180}}",,default,default,default,1,PURE PERFECTION,44,90,,,1,,,,,,,,,,,,,,,,
PC212,SHAMPOO ACTIV,"<strong>Активний автомобільний шампунь</strong>
\n
\nКонцентрат мийного засобу, призначений для очищення легкових автомобілів. Завдяки сильній консистенції піна залишається на очищеній поверхні захисним шаром дуже довго.
\nЕфективно видаляє бруд та інші залишки, що виникають під час експлуатації транспортного засобу. Завдяки унікальній формулі, SHAMPOO ACTIV залишає ніжний блиск на кузові, не залишає смуг та розводів.
\nЗасіб для ручного миття та миття під тиском із піноутвоюючими пристроями (pH = 0).","Завдяки високій консистенції піни продукт залишається на очищеній поверхні дуже довго утворюючи захисну плівку. Ефективно видаляє дорожній бруд та інші забруднення, що утворюються під час експлуатації транспортного засобу. Завдяки своїй унікальній формулі, після користування продукт залишає ніжний блиск на кузові автомобіля. Не залишає смуг та розводів.
\n
\nНадзвичайно ефективний концентрат миючого засобу, призначений для очищення легкових автомобілів. Призначений для чищення із піноутворюючими пристроями та для ручного миття.
\n
\n&nbsp;
\n
\n<strong>Використання:</strong>
\n
\nПеред ручним миттям ретельно промити транспортний засіб водою, щоб видалити частинки піску, солі або інших домішок, які можуть перешкоджати очищенню або подряпати лаковий шар.
\n
\nПотім концентрат шампуню слід змішати із водою для одержання робочого розчину необхідної концентрації:
\n<ul>
\n 	<li>3 - 7% для миття під тиском (від 30 - 70 мл препарату на 1 л води) - залежно від ступеня забруднення</li>
\n 	<li>2% для ручного ручного миття (20 мл препарату на 1 л води)</li>
\n</ul>
\n&nbsp;
\n
\nУ випадку миття під тиском, розчин слід наносити на промиті поверхні піноутворювачем і залишити на 3 - 5 хвилин. Після чого слід ретельно промити водою під високим тиском.
\n
\nПри ручному очищенні розчин слід наносити за допомогою обприскувача або піни, промити губкою та змити чистою водою.
\n
\n&nbsp;
\n
\n<strong>Увага!</strong> Не допускати висихання засобу на чищеній поверхні. Не використовувати на розігрітих поверхнях.",,,"Автокосметика, Промисловість > Активні піни, Автокосметика > Зовнішнє прибирання > Активні піни та шампуні, Автокосметика > Зовнішнє прибирання, Промисловість",,"PC207, PC215, N275, N287, KWAP2, B040","PC207, PC215, KWAP2, B040",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":274,""to_translate"":{""ru"":274}}",,default,default,default,1,SHAMPOO ACTIV,41,90,,,1,,2019-08-05,,,,,,,,,,,,,,
PC301,AGRO,"<strong>Активна піна для миття сільськогосподарської техніки</strong>
\nКонцентрат миючого засобу, призначений для миття сільськогосподарської техніки.","<strong>AGRO</strong>  - концентрат для миття сільськогосподарської техніки. Завдяки ефективній консистенції піни, довго залишається на очищеній поверхні. Ефективно видаляє бруд та інші забруднення, що утворюються під час експлуатації транспортного засобу. Надає поверхні матовий блиск. Продукт призначений для миття  піноутворюючими пристроями, а також для ручного миття.
\n
\nЗавдяки низькій лужності (pH = 9) препарат є безпечним для очищених поверхонь, а присутність інгібітора корозії у активній сполуці <strong>захищає металеві елементи та запобігає утворенню іржі</strong>. Крім того, приємний та інтенсивний аромат гарантує, що кожне миття стає приємним досвідом.
\n<h3><strong>Використання:</strong></h3>
\nЗалежно від виду промивання та ступеня забруднення використовують розчин препарату у відношенні:
\n
\n1:20 - 1:100 -  для миття під тиском (від 50 до 100 мл препарату для 1 л води)
\n1:50 -  для ручного миття (від 20 мл препарату до 1 л води)
\n
\nНанесіть розчин на поверхню, яку потрібно очистити та залиште на 3 - 5 хв, потім змийте водою під високим тиском.
\n
\n<strong>Увага!</strong> Не використовуйте на гарячій поверхні.",,,"Cільське господарство, Промисловість > Миття транспорту, Промисловість",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Product Documents,no,"{""total"":177,""to_translate"":{""ru"":177}}",,default,default,default,1,AGRO,47,90,,,1,,,,,,,,,,,,,,,,
PC023,LATEX,Препарат ди видалення латексу,Препарат ди видалення латексу,,,"Промисловість > Миття транспорту, Промисловість",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Product Documents,no,"{""total"":18,""to_translate"":{""ru"":18}}",,default,default,default,0,LATEX,,60,,,1,,,,,,,,,,,,,,,,
PC006,ALU EXPERT,"<strong>Засіб для чищення поверхонь із алюмінію та інших металів</strong>
\nХімічний очисний агент, призначений головним чином для очищення поверхонь, виконаних з алюмінію та його сплавів.
\nТакож може використовуватись для очищення поверхонь із інших металів. видаляє всі продукти корозії і будь-які вапнякові відкладення, утворені при використанні жорсткої води.","<strong>ALU EXPERT</strong> - це кислотний миючий засіб призначений в першу чергу для очищення поверхонь з алюмінію і його сплавів. Також, він також може використовуватися для очищення поверхонь від інших металів. Ідеально знімає всі корозійні та вапняні відкладення на металевих поверхнях.
\n
\nЗасіб може використовуватися для чищення, зокрема:
\n<ul>
\n 	<li>елементи транспортних засобів</li>
\n 	<li>будівельні машини та інструменти (бруд з цементу, розчинів, клею для плитки та ін.)</li>
\n 	<li>транспортні засоби, що транспортують бетон</li>
\n</ul>
\n&nbsp;
\n
\n<strong>Використання:</strong>
\n
\nКонцентрат потрібно розвести холодною водою у відношенні:
\n<ul>
\n 	<li>1: 4 - 1:10 найбільш часто використовуваний робочий розчин</li>
\n 	<li>1: 1, або концентрат - дуже велике забруднення навколишнього середовища (в таких випадках особливу обережність)</li>
\n</ul>
\nПісля чищення, поверхні слід промити водою, щоб запобігти повторній корозії.
\n
\n&nbsp;
\n
\n<strong>Увага!</strong> Не використовувати на склі та пофарбованих деталях.",,,"Промисловість > Миття бетонних поверхонь, Промисловість > Очищення алюмінію, Промисловість",,"PC002, FOR05, PC019","N262, KWAR",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":178,""to_translate"":{""ru"":178}}",,default,default,default,0,ALU EXPERT,48,90,,,1,,,,,,,,,,,,,,,,
